0, ISS/BHXG.tif: 64.9383 (6444ms)
1, ISS/CIZA.tif: 62 (4372ms)
2, ISS/LTBP.tif: 66 (4946ms)
3, ISS/QKNK.tif: 66 (4526ms)
4, ISS/UGKE.tif: 63 (4014ms)
5, Lab/AHJH.tif: 66 (4838ms)
6, Lab/AJBB.tif: 66 (4475ms)
7, Lab/BJQW.tif: 66 (4617ms)
8, Lab/BQJW.tif: 66 (5607ms)
9, Lab/BRYB.tif: 66 (18719ms)
10, Lab/DRII.tif: 66 (27881ms)
11, Lab/EDZR.tif: 66 (6301ms)
12, Lab/FBQH.tif: 66 (4337ms)
13, Lab/FQHT.tif: 66 (5482ms)
14, Lab/FVSX.tif: 66 (7112ms)
15, Lab/FVVS.tif: 66 (32423ms)
16, Lab/GHDF.tif: 66 (5265ms)
17, Lab/HFBC.tif: 66 (5060ms)
18, Lab/HSCA.tif: 66 (4468ms)
19, Lab/HVCP.tif: 66 (27777ms)
20, Lab/HXKW.tif: 66 (3682ms)
21, Lab/LIJZ.tif: 66 (5914ms)
22, Lab/MCHO.tif: 66 (4653ms)
23, Lab/MQMY.tif: 66 (8167ms)
24, Lab/OSBD.tif: 66 (5088ms)
25, Lab/OWNI.tif: 66 (3655ms)
26, Lab/PHPH.tif: 66 (4676ms)
27, Lab/PMSA.tif: 65.9114 (13870ms)
28, Lab/QUEG.tif: 66 (5349ms)
29, Lab/QVCY.tif: 66 (18995ms)
30, Lab/RAHQ.tif: 66 (5395ms)
31, Lab/SMKM.tif: 66 (3437ms)
32, Lab/SYDY.tif: 66 (9617ms)
33, Lab/SYKR.tif: 66 (4930ms)
34, Lab/TPMO.tif: 64 (3616ms)
35, Lab/WLHI.tif: 66 (4260ms)
36, Lab/WZOK.tif: 66 (14898ms)
37, Lab/XIIV.tif: 66 (4004ms)
38, Lab/YAAW.tif: 66 (3790ms)
39, Lab/YZKH.tif: 66 (24791ms)
40, Lab/ZDSG.tif: 66 (4143ms)
41, Lab/ZEGF.tif: 66 (4113ms)
