0, ISS/BHXG.tif: 65.4437 (6632ms)
1, ISS/CIZA.tif: 62 (3354ms)
2, ISS/LTBP.tif: 66 (3634ms)
3, ISS/QKNK.tif: 66 (3430ms)
4, ISS/UGKE.tif: 63 (3619ms)
5, Lab/AHJH.tif: 66 (4169ms)
6, Lab/AJBB.tif: 66 (3637ms)
7, Lab/BJQW.tif: 66 (3647ms)
8, Lab/BQJW.tif: 66 (3368ms)
9, Lab/BRYB.tif: 66 (3707ms)
10, Lab/DRII.tif: 66 (3476ms)
11, Lab/EDZR.tif: 66 (3811ms)
12, Lab/FBQH.tif: 66 (3950ms)
13, Lab/FQHT.tif: 66 (3350ms)
14, Lab/FVSX.tif: 64 (3675ms)
15, Lab/FVVS.tif: 66 (3566ms)
16, Lab/GHDF.tif: 66 (3886ms)
17, Lab/HFBC.tif: 66 (3712ms)
18, Lab/HSCA.tif: 66 (3479ms)
19, Lab/HVCP.tif: 66 (3936ms)
20, Lab/HXKW.tif: 66 (4461ms)
21, Lab/LIJZ.tif: 66 (3999ms)
22, Lab/MCHO.tif: 66 (4691ms)
23, Lab/MQMY.tif: 66 (3902ms)
24, Lab/OSBD.tif: 66 (3529ms)
25, Lab/OWNI.tif: 66 (4358ms)
26, Lab/PHPH.tif: 66 (3604ms)
27, Lab/PMSA.tif: 66 (19872ms)
28, Lab/QUEG.tif: 65.9939 (3635ms)
29, Lab/QVCY.tif: 66 (3539ms)
30, Lab/RAHQ.tif: 66 (3495ms)
31, Lab/SMKM.tif: 66 (3459ms)
32, Lab/SYDY.tif: 66 (3557ms)
33, Lab/SYKR.tif: 66 (3527ms)
34, Lab/TPMO.tif: 64 (3929ms)
35, Lab/WLHI.tif: 66 (4560ms)
36, Lab/WZOK.tif: 66 (3517ms)
37, Lab/XIIV.tif: 66 (3632ms)
38, Lab/YAAW.tif: 66 (4445ms)
39, Lab/YZKH.tif: 66 (3570ms)
40, Lab/ZDSG.tif: 66 (3787ms)
41, Lab/ZEGF.tif: 66 (4500ms)
42, Lab/ZTQB.tif: 66 (5114ms)
43, Lab/ZUHN.tif: 66 (3700ms)
44, Lab/ZUXC.tif: 66 (4046ms)
45, Lab2/ALJD.tif: 66 (3345ms)
46, Lab2/AMHF.tif: 66 (3347ms)
47, Lab2/BFKF.tif: 65.9995 (3246ms)
48, Lab2/CFPH.tif: 66 (2722ms)
49, Lab2/CORT.tif: 66 (3092ms)
50, Lab2/CVKF.tif: 66 (3015ms)
51, Lab2/DKVW.tif: 66 (2604ms)
52, Lab2/DORQ.tif: 65.9271 (2924ms)
53, Lab2/GAEY.tif: 63 (2876ms)
54, Lab2/GXRT.tif: 66 (2822ms)
55, Lab2/GXZN.tif: 66 (2975ms)
56, Lab2/JBYK.tif: 66 (2847ms)
57, Lab2/MBUJ.tif: 65 (3062ms)
58, Lab2/MDSJ.tif: 66 (2877ms)
59, Lab2/MPUI.tif: 63.885 (3434ms)
60, Lab2/NZTD.tif: 66 (3005ms)
61, Lab2/PBHG.tif: 66 (2796ms)
62, Lab2/PDMR.tif: 66 (2902ms)
63, Lab2/PMGZ.tif: 66 (2720ms)
64, Lab2/PNSL.tif: 66 (2837ms)
65, Lab2/QVZT.tif: 66 (2781ms)
66, Lab2/RAPC.tif: 66 (2993ms)
67, Lab2/RFAY.tif: 63 (2859ms)
68, Lab2/RXNQ.tif: 65.9908 (2712ms)
69, Lab2/TOGU.tif: 66 (3028ms)
70, Lab2/UHRN.tif: 65.9927 (2654ms)
71, Lab2/UZAV.tif: 65.9624 (2909ms)
72, Lab2/VGMR.tif: 66 (2981ms)
