0, ISS/BHXG.tif: 65.4437 (5047ms)
1, ISS/CIZA.tif: 62 (4292ms)
2, ISS/LTBP.tif: 66 (6251ms)
3, ISS/QKNK.tif: 66 (4803ms)
4, ISS/UGKE.tif: 63 (6147ms)
5, Lab/AHJH.tif: 66 (5495ms)
6, Lab/AJBB.tif: 66 (8675ms)
7, Lab/BJQW.tif: 66 (5496ms)
8, Lab/BQJW.tif: 66 (9879ms)
9, Lab/BRYB.tif: 66 (28566ms)
10, Lab/DRII.tif: 66 (19635ms)
11, Lab/EDZR.tif: 66 (12684ms)
12, Lab/FBQH.tif: 66 (6222ms)
13, Lab/FQHT.tif: 66 (6449ms)
14, Lab/FVSX.tif: 66 (4938ms)
15, Lab/FVVS.tif: 66 (11182ms)
16, Lab/GHDF.tif: 66 (3570ms)
17, Lab/HFBC.tif: 66 (8492ms)
18, Lab/HSCA.tif: 66 (7289ms)
19, Lab/HVCP.tif: 66 (7173ms)
20, Lab/HXKW.tif: 66 (4253ms)
21, Lab/LIJZ.tif: 66 (8857ms)
22, Lab/MCHO.tif: 66 (6101ms)
23, Lab/MQMY.tif: 66 (5764ms)
24, Lab/OSBD.tif: 66 (5785ms)
25, Lab/OWNI.tif: 66 (5963ms)
26, Lab/PHPH.tif: 66 (4818ms)
27, Lab/PMSA.tif: 66 (19221ms)
28, Lab/QUEG.tif: 65.9939 (6538ms)
29, Lab/QVCY.tif: 66 (30585ms)
30, Lab/RAHQ.tif: 66 (5903ms)
31, Lab/SMKM.tif: 66 (4316ms)
32, Lab/SYDY.tif: 66 (6977ms)
33, Lab/SYKR.tif: 66 (8147ms)
34, Lab/TPMO.tif: 64 (5170ms)
35, Lab/WLHI.tif: 66 (8770ms)
36, Lab/WZOK.tif: 66 (25026ms)
37, Lab/XIIV.tif: 66 (5718ms)
38, Lab/YAAW.tif: 66 (5461ms)
39, Lab/YZKH.tif: 66 (34743ms)
40, Lab/ZDSG.tif: 66 (5900ms)
41, Lab/ZEGF.tif: 66 (5024ms)
42, Lab/ZTQB.tif: 66 (4627ms)
43, Lab/ZUHN.tif: 66 (6866ms)
44, Lab/ZUXC.tif: 66 (5877ms)
45, Lab2/ALJD.tif: 66 (2721ms)
46, Lab2/AMHF.tif: 66 (3130ms)
47, Lab2/BFKF.tif: 65.9309 (2903ms)
48, Lab2/CFPH.tif: 66 (2494ms)
49, Lab2/CORT.tif: 66 (3017ms)
50, Lab2/CVKF.tif: 66 (2933ms)
51, Lab2/DKVW.tif: 66 (2613ms)
52, Lab2/DORQ.tif: 65.7433 (2852ms)
53, Lab2/GAEY.tif: 66 (2910ms)
54, Lab2/GXRT.tif: 65.8661 (2518ms)
55, Lab2/GXZN.tif: 66 (3327ms)
56, Lab2/JBYK.tif: 66 (2698ms)
57, Lab2/MBUJ.tif: 65 (2643ms)
58, Lab2/MDSJ.tif: 66 (2716ms)
59, Lab2/MPUI.tif: 63.926 (2825ms)
60, Lab2/NZTD.tif: 65.9982 (3121ms)
61, Lab2/PBHG.tif: 66 (3114ms)
62, Lab2/PDMR.tif: 66 (2738ms)
63, Lab2/PMGZ.tif: 66 (2540ms)
64, Lab2/PNSL.tif: 66 (2653ms)
65, Lab2/QVZT.tif: 66 (2901ms)
66, Lab2/RAPC.tif: 66 (2647ms)
67, Lab2/RFAY.tif: 63 (3137ms)
