0, ISS/BHXG.tif: 65.4437 (4791ms)
1, ISS/CIZA.tif: 62 (3450ms)
2, ISS/LTBP.tif: 66 (3345ms)
3, ISS/QKNK.tif: 66 (3412ms)
4, ISS/UGKE.tif: 63 (3528ms)
5, Lab/AHJH.tif: 66 (4165ms)
6, Lab/AJBB.tif: 66 (3424ms)
7, Lab/BJQW.tif: 66 (3895ms)
8, Lab/BQJW.tif: 66 (3383ms)
9, Lab/BRYB.tif: 66 (3291ms)
10, Lab/DRII.tif: 66 (3510ms)
11, Lab/EDZR.tif: 66 (3677ms)
12, Lab/FBQH.tif: 66 (3894ms)
13, Lab/FQHT.tif: 66 (3325ms)
14, Lab/FVSX.tif: 66 (3343ms)
15, Lab/FVVS.tif: 66 (3520ms)
16, Lab/GHDF.tif: 66 (3941ms)
17, Lab/HFBC.tif: 66 (3601ms)
18, Lab/HSCA.tif: 66 (4320ms)
19, Lab/HVCP.tif: 66 (3483ms)
20, Lab/HXKW.tif: 66 (4408ms)
21, Lab/LIJZ.tif: 66 (3592ms)
22, Lab/MCHO.tif: 66 (4447ms)
23, Lab/MQMY.tif: 66 (3599ms)
24, Lab/OSBD.tif: 66 (3491ms)
25, Lab/OWNI.tif: 66 (4264ms)
26, Lab/PHPH.tif: 66 (3626ms)
27, Lab/PMSA.tif: 66 (3375ms)
28, Lab/QUEG.tif: 65.9939 (3552ms)
29, Lab/QVCY.tif: 66 (3575ms)
30, Lab/RAHQ.tif: 66 (3474ms)
31, Lab/SMKM.tif: 64.711 (3332ms)
32, Lab/SYDY.tif: 66 (3563ms)
33, Lab/SYKR.tif: 66 (3502ms)
34, Lab/TPMO.tif: 64 (3856ms)
35, Lab/WLHI.tif: 66 (4539ms)
36, Lab/WZOK.tif: 66 (3430ms)
37, Lab/XIIV.tif: 66 (3503ms)
38, Lab/YAAW.tif: 66 (4406ms)
39, Lab/YZKH.tif: 66 (3556ms)
40, Lab/ZDSG.tif: 66 (3621ms)
41, Lab/ZEGF.tif: 66 (4225ms)
42, Lab/ZTQB.tif: 66 (4389ms)
43, Lab/ZUHN.tif: 66 (3472ms)
44, Lab/ZUXC.tif: 66 (4044ms)
45, Lab2/ALJD.tif: 66 (2863ms)
46, Lab2/AMHF.tif: 66 (2513ms)
47, Lab2/BFKF.tif: 65.9995 (2703ms)
48, Lab2/CFPH.tif: 66 (2653ms)
49, Lab2/CORT.tif: 66 (2908ms)
50, Lab2/CVKF.tif: 66 (2889ms)
51, Lab2/DKVW.tif: 66 (2518ms)
52, Lab2/DORQ.tif: 65.9271 (2850ms)
53, Lab2/GAEY.tif: 63 (2726ms)
54, Lab2/GXRT.tif: 66 (2687ms)
/!\ 55, Lab2/GXZN.tif: 48 (2622ms)
56, Lab2/JBYK.tif: 66 (2820ms)
/!\ 57, Lab2/MBUJ.tif: 51 (2695ms)
58, Lab2/MDSJ.tif: 66 (2797ms)
59, Lab2/MPUI.tif: 63.885 (3337ms)
60, Lab2/NZTD.tif: 66 (2837ms)
61, Lab2/PBHG.tif: 66 (2792ms)
62, Lab2/PDMR.tif: 66 (2900ms)
63, Lab2/PMGZ.tif: 66 (2629ms)
64, Lab2/PNSL.tif: 66 (2684ms)
65, Lab2/QVZT.tif: 66 (2595ms)
66, Lab2/RAPC.tif: 66 (3021ms)
67, Lab2/RFAY.tif: 63 (3030ms)
68, Lab2/RXNQ.tif: 65.9908 (2665ms)
69, Lab2/TOGU.tif: 66 (2877ms)
70, Lab2/UHRN.tif: 65.9927 (2604ms)
71, Lab2/UZAV.tif: 65.829 (2557ms)
72, Lab2/VGMR.tif: 66 (2887ms)
73, Lab2/VLES.tif: 66 (2648ms)
74, Lab2/VQBG.tif: 65.7642 (2797ms)
75, Lab2/VXVC.tif: 65.9471 (2791ms)
76, Lab2/WGHL.tif: 65.9221 (2673ms)
77, Lab2/XDOC.tif: 66 (3048ms)
78, Lab2/ZMXP.tif: 65.9924 (2725ms)
79, Lab3/AIFS.tif: 64 (2807ms)
80, Lab3/AWZM.tif: 64.0329 (2823ms)
/!\ 81, Lab3/CFJD.tif: 54.4192 (2666ms)
/!\ 82, Lab3/CVIV.tif: 50.3196 (2938ms)
83, Lab3/DLZC.tif: 63.957 (2569ms)
/!\ 84, Lab3/EOXV.tif: 54.8974 (2477ms)
85, Lab3/ESNW.tif: 65 (2663ms)
86, Lab3/FKWN.tif: 63.0574 (2626ms)
87, Lab3/FSUD.tif: 62.8108 (2846ms)
/!\ 88, Lab3/GCNZ.tif: 51.1012 (2751ms)
89, Lab3/HTOG.tif: 64.7154 (3287ms)
90, Lab3/JLJQ.tif: 64.5461 (3149ms)
91, Lab3/JMOA.tif: 65.1866 (2796ms)
92, Lab3/KOQL.tif: 63.9845 (2754ms)
93, Lab3/LITW.tif: 64.3344 (2595ms)
94, Lab3/LUKC.tif: 65.2705 (2923ms)
/!\ 95, Lab3/MLGD.tif: 54 (2312ms)
